10002110906,0.0,0.0,26.0,42.0,-15.0,4.0,-7.0,10.0,-31.0,1.0,-20.0,3.0,9.0,14.0,19.0,22.0,-3.0,0.0,3.0,1.0,5.0,4.0,-1.0,0.0,-2.0,2.0,2.0,0.0,-3.0,5.0,1.0,-4.0,-3.0,-3.0,-3.0,-4.0,-3.0,-3.0,-9.0,-7.0,0.0,-6.0,0.0,3.0,0.0,2.0,4.0,5.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,-3.0,-3.0
10009244396,0.0,0.0,-1.0,39.0,0.0,3.0,13.0,21.0,-30.0,-14.0,-14.0,12.0,9.0,14.0,19.0,22.0,4.0,2.0,-3.0,5.0,3.0,3.0,-6.0,1.0,-2.0,2.0,2.0,0.0,-3.0,5.0,1.0,-4.0,-3.0,-3.0,-3.0,-9.0,-3.0,-3.0,-2.0,-4.0,-4.0,-7.0,-4.0,0.0,-6.0,1.0,4.0,4.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,-3.0,-3.0
10018187456,0.0,0.0,10.0,46.0,2.0,3.0,14.0,29.0,-6.0,0.0,3.0,22.0,9.0,14.0,19.0,22.0,7.0,1.0,-3.0,2.0,2.0,4.0,0.0,0.0,-2.0,2.0,2.0,0.0,-3.0,5.0,1.0,-4.0,0.0,-3.0,-3.0,-5.0,-3.0,-1.0,1.0,2.0,1.0,-2.0,0.0,3.0,1.0,2.0,4.0,5.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,-3.0,-3.0
10018988015,0.0,0.0,21.0,61.0,6.0,13.0,18.0,24.0,-14.0,12.0,7.0,11.0,9.0,14.0,19.0,22.0,-3.0,2.0,2.0,4.0,-6.0,5.0,0.0,3.0,-2.0,2.0,2.0,0.0,-3.0,5.0,1.0,-4.0,-3.0,-3.0,0.0,0.0,-1.0,-3.0,-2.0,-3.0,-6.0,-1.0,1.0,3.0,1.0,2.0,4.0,2.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,-3.0,-3.0
10027248316,0.0,0.0,-11.0,53.0,-4.0,7.0,15.0,21.0,-31.0,4.0,0.0,12.0,9.0,14.0,19.0,22.0,3.0,1.0,1.0,3.0,0.0,4.0,2.0,1.0,-2.0,2.0,2.0,0.0,-3.0,5.0,1.0,-4.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-8.0,-7.0,0.0,3.0,1.0,0.0,4.0,4.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,-3.0,-3.0
10033993185,0.0,0.0,10.0,67.0,-2.0,14.0,22.0,24.0,-24.0,13.0,11.0,9.0,9.0,14.0,19.0,22.0,-7.0,1.0,0.0,11.0,-11.0,5.0,0.0,4.0,-2.0,2.0,2.0,0.0,-3.0,5.0,1.0,-4.0,-3.0,-3.0,0.0,1.0,0.0,0.0,1.0,-7.0,-9.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,-3.0,-3.0
10037740784,0.0,0.0,-7.0,36.0,12.0,12.0,18.0,35.0,-31.0,-17.0,-25.0,4.0,9.0,14.0,19.0,22.0,-1.0,1.0,-3.0,4.0,-2.0,1.0,0.0,4.0,-2.0,2.0,2.0,0.0,-3.0,5.0,1.0,-4.0,-3.0,-3.0,-3.0,-7.0,-3.0,-3.0,-1.0,-2.0,-15.0,-7.0,-8.0,-2.0,-7.0,-6.0,0.0,-3.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,-3.0,-3.0
100556251,0.0,0.0,-7.0,42.0,-3.0,17.0,19.0,28.0,-25.0,-28.0,-14.0,9.0,9.0,14.0,19.0,22.0,-5.0,0.0,0.0,3.0,1.0,1.0,-1.0,2.0,-2.0,2.0,2.0,0.0,-3.0,5.0,1.0,-4.0,-3.0,-3.0,-3.0,-8.0,-3.0,-3.0,-2.0,-2.0,-3.0,-5.0,-12.0,-6.0,-5.0,-3.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,-3.0,-3.0
10074303973,0.0,0.0,13.0,58.0,-18.0,6.0,10.0,19.0,-28.0,5.0,-1.0,6.0,9.0,14.0,19.0,22.0,-2.0,1.0,2.0,5.0,-1.0,5.0,0.0,3.0,-2.0,2.0,2.0,0.0,-3.0,5.0,1.0,-4.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-4.0,-6.0,-1.0,-1.0,1.0,3.0,1.0,2.0,4.0,2.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,-3.0,-3.0
1008213420,0.0,0.0,40.0,44.0,6.0,13.0,18.0,21.0,-30.0,-4.0,-27.0,-6.0,9.0,14.0,19.0,22.0,-3.0,0.0,3.0,4.0,-2.0,5.0,3.0,2.0,-2.0,2.0,2.0,0.0,-3.0,5.0,1.0,-4.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-7.0,-8.0,-8.0,-7.0,-3.0,-1.0,-6.0,-8.0,0.0,-1.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,-3.0,-3.0
10086326815,0.0,0.0,-5.0,68.0,11.0,9.0,19.0,24.0,-31.0,8.0,2.0,-1.0,9.0,14.0,19.0,22.0,-6.0,0.0,2.0,8.0,-2.0,5.0,3.0,3.0,-2.0,2.0,2.0,0.0,-3.0,5.0,1.0,-4.0,-3.0,-3.0,-3.0,-1.0,-2.0,-3.0,-3.0,-8.0,-15.0,-7.0,1.0,3.0,1.0,-1.0,1.0,-1.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,-3.0,-3.0
100896724,0.0,0.0,19.0,47.0,-7.0,4.0,8.0,20.0,-21.0,3.0,-7.0,11.0,9.0,14.0,19.0,22.0,-5.0,3.0,-2.0,6.0,-7.0,5.0,-2.0,1.0,-2.0,2.0,2.0,0.0,-3.0,5.0,1.0,-4.0,-3.0,-3.0,-3.0,-5.0,-3.0,-3.0,-2.0,-5.0,-5.0,1.0,1.0,3.0,-1.0,2.0,4.0,4.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,-3.0,-3.0
1009829666,0.0,0.0,-19.0,38.0,-11.0,1.0,13.0,20.0,-27.0,-34.0,-14.0,13.0,9.0,14.0,19.0,22.0,7.0,-1.0,-3.0,5.0,4.0,6.0,-4.0,0.0,-2.0,2.0,2.0,0.0,-3.0,5.0,1.0,-4.0,-3.0,-3.0,-3.0,-13.0,-3.0,-3.0,-2.0,-4.0,0.0,-5.0,-7.0,-6.0,-5.0,0.0,4.0,5.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,-3.0,-3.0
10111748013,0.0,0.0,76.0,115.0,14.0,14.0,22.0,52.0,-6.0,13.0,11.0,-39.0,9.0,14.0,19.0,22.0,-3.0,1.0,0.0,5.0,-10.0,5.0,0.0,4.0,-2.0,2.0,2.0,0.0,-3.0,5.0,1.0,-4.0,-3.0,0.0,0.0,1.0,0.0,0.0,-7.0,-9.0,-8.0,1.0,1.0,3.0,1.0,2.0,-15.0,-15.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,-3.0,-3.0
10113485663,0.0,0.0,9.0,49.0,-5.0,2.0,13.0,25.0,-11.0,-1.0,2.0,18.0,9.0,14.0,19.0,22.0,1.0,0.0,1.0,4.0,-1.0,4.0,0.0,0.0,-2.0,2.0,2.0,0.0,-3.0,5.0,1.0,-4.0,-3.0,-3.0,-3.0,-5.0,-3.0,-3.0,0.0,-1.0,0.0,0.0,0.0,3.0,1.0,2.0,4.0,5.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,-3.0,-3.0
10113764636,0.0,0.0,29.0,44.0,5.0,11.0,13.0,28.0,-1.0,10.0,0.0,21.0,9.0,14.0,19.0,22.0,5.0,2.0,2.0,1.0,1.0,5.0,1.0,0.0,-2.0,2.0,2.0,0.0,-3.0,5.0,1.0,-4.0,0.0,-3.0,-1.0,-1.0,-3.0,-3.0,0.0,2.0,1.0,-1.0,1.0,3.0,1.0,1.0,4.0,5.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,-3.0,-3.0
10118780294,0.0,0.0,-3.0,59.0,5.0,8.0,11.0,21.0,-31.0,-5.0,-14.0,-8.0,9.0,14.0,19.0,22.0,-7.0,1.0,3.0,5.0,-3.0,1.0,1.0,3.0,-2.0,2.0,2.0,0.0,-3.0,5.0,1.0,-4.0,-3.0,-3.0,-3.0,-5.0,-3.0,-3.0,-7.0,-9.0,-15.0,-7.0,-4.0,2.0,-2.0,-2.0,0.0,-2.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,-3.0,-3.0
10123216136,0.0,0.0,-10.0,54.0,19.0,18.0,22.0,29.0,-25.0,7.0,11.0,22.0,9.0,14.0,19.0,22.0,2.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,-2.0,2.0,2.0,0.0,-3.0,5.0,1.0,-4.0,-3.0,-3.0,-1.0,1.0,0.0,0.0,1.0,2.0,-5.0,-7.0,-4.0,3.0,1.0,2.0,4.0,5.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.0,-3.0,-3.0
