10002110906,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,3.0,4.0,0.0,3.0,1.0,5.0,5.0,4.0,5.0,1.0,5.0,5.0,6.0,4.0,3.0,5.0,3.0,6.0,2.0,1.0,5.0,2.0,4.0,1.0,2.0,3.0,4.0,5.0,5.0,2.0,3.0,6.0,5.0,3.0,2.0,3.0,6.0,4.0,3.0,0.0,4.0,0.0,3.0,6.0,1.0,2.0,2.0,2.0,3.0,0.0,2.0,1.0,2.0,2.0,0.0,3.0,2.0,1.0,3.0,0.0,3.0,2.0,2.0,4.0
10009244396,5.0,2.0,3.0,6.0,6.0,2.0,2.0,7.0,5.0,7.0,2.0,2.0,4.0,5.0,6.0,4.0,2.0,6.0,5.0,5.0,4.0,4.0,5.0,6.0,4.0,4.0,3.0,6.0,4.0,6.0,1.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,2.0,5.0,1.0,6.0,5.0,2.0,5.0,1.0,5.0,5.0,3.0,4.0,1.0,6.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,1.0,2.0,3.0,0.0,3.0,0.0,4.0,1.0,1.0,4.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,1.0,2.0,2.0
10018187456,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,6.0,5.0,5.0,3.0,1.0,5.0,6.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,0.0,6.0,0.0,2.0,3.0,0.0,6.0,3.0,2.0,2.0,1.0,6.0,0.0,3.0,2.0,0.0,5.0,2.0,0.0,2.0
10018988015,4.0,4.0,2.0,1.0,4.0,0.0,7.0,2.0,3.0,2.0,5.0,5.0,0.0,1.0,3.0,0.0,6.0,3.0,1.0,2.0,4.0,4.0,3.0,3.0,2.0,0.0,6.0,2.0,3.0,4.0,3.0,5.0,3.0,4.0,5.0,2.0,6.0,4.0,4.0,3.0,0.0,6.0,3.0,1.0,3.0,0.0,5.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,5.0,4.0,3.0,3.0,3.0,6.0,1.0,3.0,5.0,3.0,6.0,1.0,3.0,3.0,1.0,4.0,4.0,2.0,5.0,2.0,6.0,2.0,2.0,5.0,4.0,7.0
10027248316,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,5.0,5.0,0.0,6.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,5.0,2.0,5.0,3.0,4.0,5.0,3.0,1.0,6.0,4.0,5.0,1.0,5.0,6.0,5.0,4.0,4.0,2.0,6.0,3.0,4.0,3.0,3.0,6.0,6.0,4.0,5.0,3.0,2.0,5.0,5.0,4.0,1.0,5.0,2.0,4.0,3.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0
10033993185,5.0,0.0,4.0,5.0,7.0,1.0,0.0,0.0,4.0,2.0,2.0,0.0,3.0,0.0,6.0,5.0,2.0,5.0,1.0,6.0,6.0,2.0,3.0,4.0,5.0,4.0,2.0,6.0,6.0,5.0,4.0,2.0,5.0,4.0,7.0,4.0,4.0,5.0,2.0,5.0,6.0,2.0,5.0,2.0,3.0,5.0,1.0,2.0,3.0,5.0,6.0,1.0,5.0,6.0,3.0,6.0,1.0,2.0,4.0,5.0,0.0,5.0,2.0,1.0,2.0,0.0,5.0,2.0,3.0,2.0,0.0,6.0,0.0,2.0,1.0,3.0,5.0,2.0,3.0,0.0
10037740784,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,4.0,0.0,2.0,1.0,4.0,2.0,1.0,6.0,0.0,3.0,3.0,4.0,6.0,3.0,4.0,2.0,4.0,7.0,4.0,6.0,5.0,4.0,5.0,6.0,4.0,6.0,3.0,5.0,4.0,3.0,2.0,2.0,7.0,1.0,6.0,3.0,3.0,5.0,4.0,3.0,4.0,2.0,7.0,4.0,4.0,4.0,2.0,4.0,6.0,3.0,4.0,2.0,5.0,4.0,6.0,3.0,2.0,3.0,3.0,5.0,3.0,1.0,3.0,2.0,5.0,4.0,1.0,6.0,5.0,6.0
100556251,4.0,4.0,3.0,0.0,2.0,1.0,5.0,4.0,6.0,5.0,1.0,5.0,5.0,2.0,7.0,2.0,5.0,4.0,4.0,7.0,5.0,1.0,6.0,4.0,5.0,2.0,4.0,6.0,6.0,6.0,2.0,4.0,6.0,5.0,6.0,4.0,5.0,4.0,0.0,6.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,7.0,4.0,6.0,3.0,4.0,4.0,3.0,7.0,2.0,5.0,4.0,6.0,5.0,2.0,6.0,4.0,3.0,5.0,1.0,6.0,2.0,3.0,6.0,0.0,7.0,3.0,2.0,5.0,0.0,7.0,2.0,3.0,6.0
10074303973,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,4.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,0.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,6.0,6.0,5.0,4.0,3.0,5.0,5.0,6.0,1.0,5.0,2.0,3.0,4.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0
1008213420,0.0,5.0,1.0,6.0,4.0,2.0,4.0,4.0,4.0,5.0,2.0,3.0,6.0,5.0,4.0,2.0,4.0,5.0,1.0,6.0,0.0,5.0,4.0,7.0,6.0,3.0,5.0,2.0,5.0,6.0,4.0,4.0,6.0,4.0,5.0,3.0,4.0,4.0,6.0,5.0,2.0,3.0,3.0,6.0,6.0,3.0,2.0,4.0,7.0,7.0,5.0,2.0,3.0,3.0,4.0,6.0,1.0,5.0,4.0,3.0,2.0,1.0,3.0,7.0,6.0,2.0,5.0,6.0,5.0,5.0,4.0,2.0,4.0,3.0,5.0,0.0,2.0,5.0,1.0,7.0
10086326815,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,6.0,4.0,3.0,2.0,7.0,4.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,5.0,6.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,4.0,2.0,1.0,4.0,6.0,3.0,5.0,5.0,2.0,6.0,6.0,4.0,1.0,4.0,5.0,4.0,5.0,2.0,5.0,1.0,5.0,3.0,1.0,2.0,5.0,3.0,7.0,1.0,3.0,6.0,6.0,6.0,1.0,2.0,3.0,6.0,7.0,2.0,3.0,6.0,6.0,6.0
100896724,1.0,4.0,3.0,4.0,4.0,3.0,3.0,6.0,1.0,4.0,4.0,1.0,2.0,7.0,6.0,2.0,0.0,0.0,1.0,3.0,2.0,5.0,6.0,4.0,3.0,6.0,3.0,6.0,5.0,4.0,5.0,2.0,4.0,6.0,5.0,6.0,2.0,1.0,6.0,4.0,4.0,4.0,7.0,4.0,3.0,4.0,4.0,6.0,6.0,5.0,4.0,3.0,2.0,7.0,5.0,5.0,2.0,4.0,5.0,6.0,3.0,5.0,5.0,6.0,4.0,4.0,3.0,6.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,3.0,6.0,6.0
1009829666,4.0,1.0,5.0,6.0,7.0,3.0,3.0,6.0,3.0,7.0,3.0,3.0,5.0,4.0,7.0,3.0,2.0,5.0,7.0,6.0,4.0,3.0,5.0,6.0,4.0,5.0,4.0,4.0,4.0,6.0,3.0,4.0,5.0,6.0,4.0,4.0,6.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,5.0,2.0,3.0,6.0,2.0,4.0,2.0,4.0,6.0,2.0,6.0,2.0,5.0,6.0,3.0,5.0,0.0,4.0,4.0,2.0,3.0,0.0,5.0,2.0,2.0,1.0,0.0,4.0,5.0,3.0,4.0,2.0,2.0,6.0,5.0
10111748013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,5.0,3.0,6.0,2.0,3.0,6.0,6.0,6.0,0.0,3.0,6.0,2.0,4.0,2.0,3.0,7.0,4.0,6.0,4.0,2.0,6.0,7.0,5.0,4.0,2.0,5.0,6.0,5.0,3.0,4.0,6.0,7.0,4.0,3.0,3.0,7.0,5.0,4.0,1.0,4.0,7.0,5.0,5.0,3.0,3.0,5.0,6.0,5.0,2.0,4.0,6.0,4.0,4.0,1.0,6.0,2.0,4.0,5.0,2.0,6.0,5.0,5.0,4.0,1.0,6.0,6.0,1.0,5.0
10113485663,6.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,5.0,6.0,5.0,6.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,6.0,3.0,4.0,6.0,2.0,6.0,3.0,2.0,5.0,4.0,6.0,6.0,2.0,5.0,3.0,3.0,2.0,2.0,6.0,6.0,6.0,3.0,3.0,5.0,6.0,3.0,6.0,3.0,4.0,5.0,3.0,2.0,4.0,4.0,2.0,3.0,0.0,4.0,1.0,0.0,3.0,0.0,3.0,0.0,4.0,3.0,1.0,4.0,2.0,4.0,6.0
10113764636,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,3.0,3.0,2.0,4.0,5.0,6.0,4.0,2.0,5.0,1.0,3.0,2.0,0.0,6.0,3.0,4.0,3.0,0.0,4.0,2.0,0.0,3.0,0.0,5.0,4.0,4.0,3.0,1.0,4.0,3.0,3.0,5.0,0.0,3.0,4.0,2.0,5.0,0.0,3.0,3.0,5.0,5.0,0.0,3.0,2.0,2.0,7.0,0.0,4.0,4.0,6.0,5.0,1.0,2.0,3.0,3.0,5.0
10118780294,2.0,2.0,5.0,6.0,7.0,4.0,1.0,6.0,4.0,7.0,2.0,4.0,5.0,5.0,7.0,3.0,2.0,4.0,2.0,7.0,3.0,3.0,6.0,5.0,5.0,4.0,3.0,3.0,5.0,7.0,4.0,2.0,5.0,4.0,7.0,4.0,3.0,4.0,4.0,6.0,0.0,6.0,3.0,3.0,2.0,3.0,5.0,4.0,2.0,3.0,4.0,4.0,6.0,3.0,5.0,2.0,4.0,2.0,6.0,6.0,1.0,7.0,3.0,0.0,5.0,2.0,3.0,5.0,1.0,3.0,0.0,4.0,6.0,2.0,4.0,1.0,5.0,3.0,4.0,2.0
10123216136,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,5.0,5.0,1.0,2.0,2.0,3.0,4.0,6.0,4.0,0.0,6.0,0.0,5.0,2.0,0.0,6.0,3.0,5.0,2.0,1.0,6.0,4.0,4.0,3.0,1.0,6.0,4.0,2.0,5.0,0.0,3.0,2.0,5.0,2.0,0.0,4.0,3.0,1.0,3.0,0.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,6.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,2.0,5.0,1.0,4.0
